Id	Area	Bedrooms	Bathrooms	Floors	YearBuilt	Location	Condition	Garage	Price
4681	600	1	1	3	2022	Noida	Good	No	10467504
4682	1458	2	2	1	2025	Hyderabad	Good	No	20389237
4683	750	2	2	1	2013	Delhi	Fair	No	13073417
4684	1314	2	1	3	2025	Noida	Good	Yes	22114721
4685	2770	5	5	1	2015	Mumbai	Very Good	Yes	66857147
4686	1036	1	1	1	2000	Delhi	Fair	No	15498297
4687	744	2	3	1	2008	Mumbai	Fair	No	15240629
4688	3649	5	4	2	2012	Coimbatore	Good	Yes	34043147
4689	3077	3	4	2	2006	Delhi	Very Good	Yes	60550475
4690	3759	5	5	2	2024	Pune	Fair	Yes	56446353
4691	1311	3	3	1	2020	Kochi	Good	Yes	15104352
4692	3539	5	4	4	2010	Hyderabad	Very Good	Yes	48809416
4693	2970	5	4	1	2018	Jaipur	Good	Yes	31656371
4694	2089	2	2	1	2002	Jaipur	Excellent	No	21468522
4695	1844	3	4	1	2020	Coimbatore	Good	Yes	20145450
4696	1211	2	1	3	2026	Delhi	Very Good	Yes	26919147
4697	4987	6	5	2	2021	Ahmedabad	Good	No	53084758
4698	2238	3	2	3	2006	Noida	Fair	No	31296795
4699	4865	6	5	3	2002	Delhi	Poor	No	68841632
4700	1349	1	1	3	2024	Mumbai	Good	No	34591508
4701	3210	4	3	2	2008	Mysore	Good	No	27779768
4702	2869	5	4	3	2007	Hyderabad	Very Good	No	37422056
4703	3207	5	4	3	2010	Coimbatore	Very Good	Yes	34071171
4704	4670	6	5	2	2009	Chennai	Poor	Yes	50931609
4705	3608	5	4	4	2012	Coimbatore	Very Good	Yes	35894167
4706	2057	4	5	4	2007	Delhi	Very Good	No	42208253
4707	886	1	1	4	2021	Ahmedabad	Good	No	9855236
4708	3391	6	5	4	2011	Kochi	Good	Yes	33850686
4709	3983	6	5	1	1998	Chennai	Excellent	No	57356616
4710	820	1	2	2	2012	Hyderabad	Very Good	Yes	10804520
4711	1682	3	2	3	2014	Bangalore	Poor	No	21302316
4712	1557	1	1	1	2025	Delhi	Excellent	Yes	36403414
4713	1606	3	4	4	2004	Hyderabad	Fair	No	17560387
4714	2250	3	3	1	2005	Hyderabad	Excellent	No	30385869
4715	670	1	1	2	2006	Chennai	Good	Yes	8652145
4716	1003	1	1	2	2020	Coimbatore	Very Good	Yes	10646908
4717	1111	1	2	1	2005	Ahmedabad	Fair	No	10545118
4718	970	1	1	4	2000	Chennai	Very Good	No	13956559
4719	2351	4	4	3	2026	Jaipur	Poor	Yes	19713088
4720	2086	3	4	4	2024	Kochi	Good	Yes	22958492
4721	2095	4	4	3	2000	Mumbai	Good	No	46471455
4722	4789	6	5	2	2015	Pune	Very Good	Yes	83564776
4723	3150	4	4	3	2012	Chennai	Poor	Yes	31378923
4724	2186	3	3	4	2018	Chennai	Good	Yes	29343420
4725	3036	4	5	2	2025	Coimbatore	Fair	No	25878520
4726	1393	2	1	3	2010	Hyderabad	Very Good	Yes	17931350
4727	1258	1	1	1	2024	Bangalore	Very Good	No	23232814
4728	630	1	2	3	2009	Ahmedabad	Good	Yes	7866256
4729	3964	5	5	3	2023	Jaipur	Good	No	43530978
4730	1871	3	3	1	2002	Pune	Very Good	No	29668953
4731	2545	5	5	1	2023	Pune	Very Good	No	44252636
4732	1337	2	2	2	2015	Hyderabad	Poor	Yes	14820789
4733	533	1	1	3	2006	Jaipur	Very Good	No	5397385
4734	2542	4	4	3	2006	Kochi	Fair	Yes	22404268
4735	2372	3	3	3	2024	Chennai	Excellent	Yes	40410806
4736	974	1	1	4	1998	Mysore	Excellent	No	9424218
4737	1466	1	1	2	2002	Chennai	Very Good	Yes	19394884
4738	1669	2	1	2	2010	Bangalore	Very Good	Yes	30753323
4739	3589	5	5	2	2013	Mysore	Very Good	No	36581440
4740	3580	6	5	3	2001	Bangalore	Good	Yes	57009150
4741	1500	2	2	4	2014	Delhi	Good	Yes	27697495
4742	1590	3	4	3	2004	Coimbatore	Good	No	14115643
4743	4417	6	5	1	2002	Bangalore	Very Good	Yes	74526243
4744	4244	6	5	1	2025	Mumbai	Very Good	Yes	120633008
4745	2876	4	3	4	2002	Noida	Poor	Yes	33157299
4746	4503	6	5	1	2001	Jaipur	Very Good	No	43896864
4747	2032	3	2	1	2006	Mysore	Good	Yes	16598118
4748	3737	5	5	2	2012	Bangalore	Good	No	56805675
4749	2233	4	4	1	2003	Pune	Good	Yes	32926664
4750	3009	4	5	2	2007	Noida	Good	Yes	43267241
4751	2992	4	4	4	2026	Delhi	Very Good	Yes	62371852
4752	4542	6	5	3	2000	Coimbatore	Good	No	40130341
4753	4060	6	5	1	2025	Kochi	Good	No	46715688
4754	4750	6	5	1	2011	Coimbatore	Very Good	Yes	44780364
4755	4565	6	5	3	2026	Pune	Very Good	No	85734595
4756	892	1	1	4	2016	Mysore	Good	Yes	9019797
4757	1976	4	3	2	2012	Delhi	Good	No	34915321
4758	3320	5	4	3	2014	Noida	Good	Yes	49593421
4759	1605	1	2	2	2014	Mumbai	Very Good	No	37438901
4760	2843	4	5	2	1999	Mumbai	Fair	Yes	53487683
4761	3311	4	4	1	2004	Kochi	Good	Yes	30318688
4762	1380	2	1	2	2016	Mysore	Very Good	Yes	14604502
4763	4227	6	5	4	2002	Jaipur	Poor	No	33687280
4764	1111	3	2	3	2019	Hyderabad	Good	No	15546621
4765	840	1	2	2	2022	Noida	Good	No	14278686
4766	599	2	2	4	2015	Jaipur	Fair	No	5959825
4767	2879	3	2	3	2012	Jaipur	Excellent	Yes	34861862
4768	1370	3	4	4	2026	Hyderabad	Very Good	Yes	21159414
4769	4548	6	5	2	2011	Noida	Very Good	No	74209648
4770	1021	1	1	2	2024	Mumbai	Fair	Yes	23403414
4771	2937	3	3	3	2006	Chennai	Good	No	37227983
4772	3498	6	5	3	2005	Delhi	Good	Yes	65040458
4773	1649	1	1	4	2004	Mumbai	Good	No	34884933
4774	2674	4	5	3	2025	Kochi	Poor	Yes	23574497
4775	3856	5	5	4	2014	Mumbai	Excellent	No	100886309
4776	1712	1	1	4	1999	Ahmedabad	Excellent	Yes	20810560
4777	2519	5	5	3	2017	Jaipur	Excellent	Yes	29571951
4778	1214	1	1	2	2016	Kochi	Good	Yes	13839545
4779	502	1	1	1	2003	Pune	Excellent	Yes	8534160
4780	1633	3	2	2	2017	Delhi	Good	No	30411020
4781	1500	2	2	4	2011	Chennai	Good	No	19012487
4782	4302	6	5	2	2012	Delhi	Very Good	Yes	81576470
4783	1336	2	2	1	2008	Hyderabad	Good	Yes	15541223
4784	4674	6	5	2	2008	Hyderabad	Very Good	Yes	60990142
4785	4058	6	5	1	2024	Coimbatore	Poor	Yes	32524854
4786	4327	5	5	4	2001	Coimbatore	Poor	Yes	30812599
4787	2119	3	2	3	2026	Chennai	Poor	No	25107819
4788	3180	5	5	2	2013	Jaipur	Good	Yes	31859652
4789	3352	5	5	4	2025	Mumbai	Very Good	No	93680888
4790	4871	6	5	3	2001	Chennai	Good	Yes	60076078
4791	4816	6	5	4	2024	Mysore	Fair	Yes	42651312
4792	3840	5	5	4	2019	Kochi	Excellent	Yes	47905652
4793	3949	5	5	3	2013	Kochi	Excellent	Yes	46610660
4794	3036	4	3	2	2008	Hyderabad	Fair	No	31908497
4795	1932	2	1	4	2011	Noida	Very Good	Yes	31294381
4796	4307	5	5	4	2007	Kochi	Excellent	No	55249801
4797	3427	5	5	4	2015	Bangalore	Very Good	No	64930180
4798	1180	2	3	1	2009	Ahmedabad	Very Good	Yes	15382381
4799	4712	6	5	4	2010	Jaipur	Very Good	Yes	51517227
4800	2543	3	3	4	2025	Kochi	Good	Yes	30417042
4801	1618	1	1	4	2023	Delhi	Good	No	31746974
4802	3918	6	5	3	2014	Noida	Fair	Yes	57007638
4803	2347	2	2	3	2004	Coimbatore	Good	No	19780101
4804	2302	3	3	1	2019	Ahmedabad	Good	No	25444994
4805	809	1	1	4	2020	Kochi	Fair	Yes	8882525
4806	3595	4	3	3	2021	Ahmedabad	Good	Yes	43754867
4807	1389	3	3	1	2000	Ahmedabad	Very Good	Yes	14942188
4808	3095	3	3	2	1999	Chennai	Very Good	No	41513953
4809	958	2	1	2	2022	Ahmedabad	Good	No	10739469
4810	1221	1	1	4	2022	Mysore	Good	No	11557770
4811	4091	6	5	4	2020	Bangalore	Fair	No	60306007
4812	2299	3	4	2	2014	Ahmedabad	Good	Yes	24432413
4813	4802	6	5	4	2019	Chennai	Good	Yes	69482371
4814	4982	6	5	1	2003	Jaipur	Good	Yes	48179865
4815	4789	6	5	3	2021	Delhi	Very Good	Yes	104060305
4816	3024	4	4	2	2006	Mysore	Good	Yes	25517082
4817	2743	5	5	3	2005	Kochi	Good	No	29762608
4818	710	1	2	1	2020	Bangalore	Good	Yes	12022234
4819	3951	6	5	3	2010	Kochi	Fair	Yes	37854779
4820	2402	3	3	3	2024	Kochi	Good	Yes	24922455
4821	4193	6	5	3	2024	Coimbatore	Good	No	38938897
4822	3071	4	4	1	2025	Chennai	Good	Yes	43122932
4823	562	1	1	2	2024	Hyderabad	Excellent	No	9562613
4824	1890	2	2	4	2023	Chennai	Good	Yes	26845433
4825	1875	4	4	2	2010	Bangalore	Excellent	No	37346101
4826	1005	1	1	1	2006	Hyderabad	Good	Yes	12640871
4827	4147	5	4	4	1998	Jaipur	Fair	No	31652309
4828	1917	2	2	2	2020	Coimbatore	Good	No	20039568
4829	2450	4	4	1	1998	Bangalore	Very Good	Yes	41636138
4830	4380	6	5	2	2009	Chennai	Good	Yes	55933784
4831	4218	5	5	4	2008	Hyderabad	Good	Yes	49942722
4832	1746	1	1	1	2000	Hyderabad	Fair	No	15811640
4833	1710	2	1	3	2003	Delhi	Good	Yes	29735929
4834	3743	6	5	3	2008	Jaipur	Good	No	34947514
4835	1569	2	3	1	2001	Ahmedabad	Fair	Yes	14047650
4836	1363	1	1	1	2015	Hyderabad	Good	No	15676967
4837	3358	6	5	4	2015	Pune	Fair	Yes	49498696
4838	1533	1	1	2	2008	Coimbatore	Fair	No	13133656
4839	1840	3	4	2	2003	Pune	Good	Yes	28677056
4840	4075	6	5	2	2024	Pune	Fair	No	61011376
4841	2269	3	4	4	2000	Hyderabad	Good	No	26679905
4842	857	2	3	2	2015	Ahmedabad	Fair	Yes	10005047
4843	1933	2	2	4	2025	Hyderabad	Good	Yes	27714817
4844	4709	6	5	2	2019	Mumbai	Excellent	Yes	140072608
4845	2195	4	4	2	2011	Kochi	Good	No	21131914
4846	2072	3	2	2	2007	Ahmedabad	Very Good	No	23972228
4847	4026	5	5	2	2021	Hyderabad	Fair	No	49946466
4848	1883	4	5	4	2006	Jaipur	Very Good	Yes	21867447
4849	3545	6	5	2	2009	Ahmedabad	Good	Yes	39081446
4850	3096	4	5	1	2016	Noida	Very Good	No	55238267
4851	2618	4	4	2	2023	Bangalore	Fair	Yes	41462259
4852	842	2	2	2	2000	Jaipur	Very Good	No	9204966
4853	2147	3	3	3	2023	Delhi	Fair	Yes	39251982
4854	2689	5	5	4	2005	Mumbai	Fair	Yes	55301804
4855	3327	6	5	1	2004	Kochi	Good	Yes	33946215
4856	4408	6	5	2	1998	Kochi	Very Good	No	43904876
4857	4797	6	5	3	2018	Pune	Very Good	No	74231536
4858	3028	4	3	2	2026	Bangalore	Good	No	56898644
4859	4315	6	5	1	2019	Hyderabad	Good	No	51378099
4860	624	2	2	3	2022	Noida	Poor	No	9240788
4861	2099	3	3	2	2001	Mysore	Good	No	18579883
4862	2825	5	5	4	2005	Noida	Fair	No	39471642
4863	1883	3	3	1	2020	Jaipur	Good	No	19016007
4864	3738	5	5	4	2013	Mysore	Fair	Yes	30196783
4865	4106	5	5	3	2007	Delhi	Good	Yes	77962796
4866	3889	5	5	3	2017	Bangalore	Good	No	68784874
4867	997	2	2	2	2023	Kochi	Very Good	No	11822045
4868	817	2	2	2	2015	Mysore	Good	Yes	8180143
4869	3276	5	5	1	2006	Kochi	Good	No	35030095
4870	3479	6	5	4	2002	Delhi	Very Good	No	68959175
4871	3586	5	5	3	2004	Jaipur	Very Good	Yes	35077679
4872	902	1	1	2	2026	Bangalore	Very Good	No	16219915
4873	1591	3	4	4	2023	Jaipur	Very Good	Yes	20568442
4874	3457	5	5	1	2019	Coimbatore	Good	No	35615168
4875	1576	2	1	2	2022	Mumbai	Good	No	40326221
4876	1162	3	3	4	1999	Mumbai	Excellent	Yes	31009025
4877	2793	3	3	4	1999	Coimbatore	Excellent	No	29648311
4878	1067	2	2	2	2016	Ahmedabad	Good	Yes	11725748
4879	4942	6	5	2	2019	Chennai	Fair	No	60349449
4880	2376	3	2	2	2005	Coimbatore	Excellent	No	27100621
4881	3022	4	3	4	2001	Jaipur	Very Good	Yes	28106390
4882	1554	2	1	2	2015	Delhi	Very Good	No	31217959
4883	4925	6	5	4	2024	Delhi	Fair	No	88114218
4884	4085	6	5	2	2008	Jaipur	Good	No	38856377
4885	4301	6	5	1	2002	Jaipur	Very Good	No	43517056
4886	2768	5	5	3	2001	Pune	Excellent	No	47851073
4887	4998	6	5	1	2011	Jaipur	Very Good	Yes	51290180
4888	2594	3	3	2	2006	Mumbai	Good	Yes	53476798
4889	2126	3	4	1	2005	Jaipur	Excellent	No	22127846
4890	2030	4	5	3	2021	Mumbai	Fair	No	47386927
4891	4319	6	5	4	2009	Kochi	Very Good	Yes	46534293
4892	4189	5	5	4	2019	Chennai	Good	No	54650987
4893	4606	6	5	2	2025	Kochi	Poor	Yes	39488288
4894	1287	2	1	1	2019	Jaipur	Good	Yes	13198881
4895	3869	6	5	3	2024	Kochi	Fair	No	41817284
4896	3050	5	5	3	2007	Jaipur	Good	No	28629897
4897	982	1	1	4	1999	Pune	Very Good	No	15592315
4898	4069	5	4	4	2005	Mumbai	Very Good	Yes	95909469
4899	3218	6	5	2	1999	Pune	Excellent	No	50526129
4900	4488	6	5	1	2018	Coimbatore	Good	No	46377121
4901	4011	6	5	4	2026	Jaipur	Good	No	39711651
4902	511	1	1	2	2004	Ahmedabad	Very Good	No	5658214
4903	4387	6	5	3	2007	Noida	Good	No	64367841
4904	3059	3	4	3	2020	Noida	Good	No	53763247
4905	3509	5	4	1	2014	Mumbai	Poor	Yes	67844042
4906	1716	3	3	3	2002	Kochi	Very Good	Yes	18571905
4907	2954	4	3	2	2000	Kochi	Good	No	26562519
4908	4648	6	5	1	2014	Jaipur	Fair	No	42728865
4909	608	1	1	4	2022	Mumbai	Excellent	No	18970221
4910	4056	6	5	4	2010	Hyderabad	Good	No	46703723
4911	2308	3	3	3	2025	Coimbatore	Very Good	Yes	25295070
4912	1828	3	2	3	2007	Pune	Good	Yes	26134737
4913	1561	3	2	2	2018	Kochi	Good	Yes	16633895
4914	4169	6	5	1	2004	Noida	Very Good	Yes	67381265
4915	4166	5	5	4	2011	Jaipur	Excellent	Yes	52168362
4916	2957	4	5	3	1998	Coimbatore	Good	No	24774591
4917	533	1	1	3	2024	Mumbai	Very Good	No	15693278
4918	530	1	1	1	2003	Hyderabad	Excellent	Yes	7963031
4919	4483	6	5	3	2003	Mysore	Very Good	Yes	42672428
4920	4403	5	5	3	2007	Mysore	Excellent	No	48445492
4921	3998	5	5	4	2006	Ahmedabad	Good	Yes	40788088
4922	970	1	2	2	2010	Mumbai	Good	No	22994420
4923	3403	6	5	1	2026	Hyderabad	Very Good	Yes	53029736
4924	609	1	1	3	2018	Chennai	Very Good	No	10135588
4925	3950	5	5	3	2013	Mysore	Good	Yes	38115998
4926	4753	6	5	2	1998	Chennai	Good	No	60218814
4927	512	1	1	2	2015	Kochi	Very Good	Yes	6326833
4928	907	1	1	1	2022	Coimbatore	Fair	No	7867844
4929	2655	5	5	3	2021	Chennai	Very Good	Yes	39702203
4930	1967	4	5	2	2024	Ahmedabad	Very Good	No	24734366
4931	652	1	1	3	2012	Mumbai	Good	Yes	16122651
4932	4035	6	5	1	2005	Bangalore	Very Good	Yes	66805442
4933	511	1	1	3	2007	Jaipur	Excellent	Yes	6715201
4934	4579	6	5	1	2023	Hyderabad	Poor	Yes	50086910
4935	2789	5	5	3	2022	Mysore	Excellent	No	32135121
4936	2199	2	2	1	2016	Ahmedabad	Good	Yes	23640713
4937	4178	5	5	4	1998	Noida	Very Good	Yes	61940678
4938	2175	3	4	2	2007	Hyderabad	Good	Yes	25936507
4939	4009	5	5	4	2008	Kochi	Good	Yes	42808842
4940	621	1	1	2	2000	Ahmedabad	Good	Yes	7023987
4941	4164	5	4	4	2000	Mysore	Fair	Yes	32032051
4942	2998	4	4	3	2016	Noida	Very Good	Yes	56988664
4943	1671	2	2	1	2002	Mumbai	Fair	No	31369680
4944	3843	5	4	2	2009	Delhi	Fair	Yes	64485135
4945	3824	4	3	3	2021	Pune	Very Good	No	67498612
4946	1928	2	3	3	2002	Kochi	Good	Yes	19504980
4947	2940	4	4	1	2021	Mysore	Fair	Yes	25798650
4948	4048	6	5	3	2000	Jaipur	Poor	No	28573084
4949	4590	6	5	2	2016	Delhi	Fair	Yes	80804116
4950	4251	6	5	1	2013	Coimbatore	Good	Yes	42896082
4951	1846	3	3	1	2018	Delhi	Very Good	Yes	40876793
4952	3636	6	5	2	2009	Bangalore	Poor	No	47963276
4953	704	1	1	3	1998	Bangalore	Good	Yes	10912803
4954	1457	2	2	3	2018	Mysore	Very Good	No	14359134
4955	3606	5	5	4	2013	Mumbai	Good	Yes	79026941
4956	1769	3	2	3	2008	Noida	Good	Yes	27469963
4957	513	1	1	3	2012	Hyderabad	Very Good	No	7130304
4958	2212	4	5	3	2017	Kochi	Good	No	22531151
4959	883	1	1	2	2025	Delhi	Excellent	Yes	22410257
4960	1699	2	2	3	2012	Noida	Fair	No	22861483
4961	2442	3	2	2	2007	Hyderabad	Fair	Yes	27238804
4962	3278	5	5	2	1999	Hyderabad	Good	Yes	35304625
4963	4864	6	5	1	2010	Jaipur	Fair	Yes	41616659
4964	3506	5	5	2	2018	Chennai	Good	No	49661176
4965	4809	6	5	2	2025	Mysore	Good	No	47896556
4966	4634	6	5	4	2022	Kochi	Good	No	52886610
4967	3653	6	5	3	2012	Mumbai	Excellent	No	98650725
4968	4846	6	5	4	2002	Ahmedabad	Excellent	Yes	63335280
4969	2489	4	3	1	2000	Bangalore	Good	No	35148915
4970	3311	4	3	3	2015	Coimbatore	Very Good	No	34291722
4971	2044	4	5	4	2001	Delhi	Very Good	No	36655572
4972	4726	6	5	3	2004	Chennai	Good	No	58701439
4973	2941	5	5	1	2011	Noida	Very Good	Yes	51607626
4974	4978	6	5	3	2000	Bangalore	Poor	No	63185460
4975	3532	5	5	2	2007	Mysore	Very Good	No	33563656
4976	3383	5	4	4	2026	Delhi	Good	Yes	70533287
4977	2726	5	4	4	1998	Noida	Good	Yes	37761533
4978	3170	5	4	4	2001	Mysore	Excellent	Yes	34795114
4979	4842	6	5	3	2003	Hyderabad	Very Good	No	55339559
4980	2483	4	3	1	2012	Delhi	Good	Yes	44006544
4981	3406	6	5	1	2022	Mumbai	Very Good	No	85944792
4982	3283	6	5	3	2002	Noida	Good	No	51426006
4983	2174	3	2	3	2012	Noida	Good	Yes	32274619
4984	1126	3	3	1	2012	Bangalore	Poor	No	16293307
4985	1014	2	2	4	2019	Coimbatore	Good	Yes	10633447
4986	1094	1	2	1	2021	Jaipur	Good	Yes	12254018
4987	4031	6	5	1	2020	Pune	Excellent	No	76797376
4988	4016	6	5	2	2026	Coimbatore	Good	Yes	38592093
4989	2428	4	4	1	2021	Chennai	Very Good	No	36734141
4990	4009	6	5	2	2003	Kochi	Poor	Yes	34146450
4991	1186	2	1	3	2015	Hyderabad	Good	No	15823513
4992	860	1	2	2	2026	Hyderabad	Good	No	11038918
4993	4237	6	5	4	2002	Mysore	Good	Yes	38594877
4994	510	1	2	4	2000	Noida	Good	No	8341030
4995	2100	2	2	4	2017	Mysore	Poor	Yes	16518250
4996	510	1	1	2	2015	Bangalore	Very Good	No	10042557
4997	1769	3	4	4	2015	Ahmedabad	Good	Yes	20320468
4998	1937	4	4	2	2010	Chennai	Good	No	23986016
4999	3426	5	4	4	2017	Hyderabad	Good	Yes	45527802
5000	2344	4	5	2	2009	Coimbatore	Very Good	No	22472198
5001	4684	6	5	1	2001	Kochi	Excellent	No	52634850
5002	838	2	3	4	2006	Delhi	Good	Yes	16116457
5003	2367	4	3	1	2006	Mysore	Very Good	No	22511241
5004	3868	6	5	3	2016	Noida	Very Good	No	69831981
5005	2369	4	4	2	2025	Pune	Poor	No	33340144
5006	3398	6	5	2	2006	Delhi	Good	No	62498226
5007	775	1	2	3	2024	Pune	Fair	Yes	11066054
5008	4081	6	5	2	2024	Mumbai	Fair	Yes	89467702
5009	3608	4	3	3	2005	Mysore	Excellent	No	38084588
5010	4431	6	5	1	2022	Hyderabad	Poor	Yes	49737906
5011	3940	6	5	3	2015	Ahmedabad	Very Good	Yes	47661582
5012	1026	1	1	3	2019	Ahmedabad	Good	Yes	11992548
5013	4714	6	5	1	2003	Delhi	Good	No	81343567
5014	1204	1	1	3	2002	Bangalore	Poor	Yes	14084161
5015	3677	6	5	1	1999	Delhi	Good	No	62741512
5016	2305	3	3	2	2022	Noida	Fair	No	36910998
5017	2371	3	2	3	2025	Coimbatore	Good	No	23694215
5018	3607	4	5	3	2026	Coimbatore	Very Good	Yes	39763152
5019	2994	3	3	3	2003	Noida	Good	No	46916300
5020	2077	4	4	2	2013	Kochi	Very Good	Yes	24616866
5021	4782	6	5	2	2013	Bangalore	Fair	Yes	67748491
5022	3627	5	4	3	2016	Ahmedabad	Good	No	39485055
5023	4834	6	5	1	2018	Mysore	Good	Yes	43460478
5024	3782	4	4	4	2021	Hyderabad	Good	No	50064170
5025	4202	6	5	2	1998	Jaipur	Very Good	Yes	43430675
5026	2442	3	3	4	2009	Mysore	Poor	Yes	18772154
5027	961	2	3	3	2005	Ahmedabad	Very Good	Yes	12367147
5028	2653	4	5	3	2015	Ahmedabad	Very Good	Yes	31038672
5029	1133	2	3	4	2024	Chennai	Fair	No	15105880
5030	1225	2	3	3	2016	Noida	Good	Yes	20667661
5031	1356	1	2	4	2009	Mysore	Fair	No	10880880
5032	1064	3	4	4	2010	Ahmedabad	Good	Yes	13891376
5033	4095	5	5	4	2022	Noida	Very Good	Yes	77342931
5034	1448	1	1	2	2007	Mysore	Good	No	12891175
5035	1192	2	1	1	2022	Jaipur	Fair	Yes	11474286
5036	1637	1	1	4	2024	Mysore	Fair	No	13785437
5037	3503	5	5	4	2025	Pune	Excellent	No	64789171
5038	2113	3	2	4	2026	Chennai	Good	No	28913253
5039	2782	3	2	2	2005	Bangalore	Very Good	Yes	44308170
5040	2639	5	4	2	2014	Ahmedabad	Very Good	Yes	30760685
5041	3471	5	5	1	2012	Noida	Good	No	51657789
5042	1979	2	2	3	2003	Pune	Good	Yes	29844722
5043	4925	6	5	2	2002	Hyderabad	Excellent	Yes	62548702
5044	4996	6	5	1	2021	Bangalore	Good	Yes	91351143
5045	2256	3	3	1	2007	Mumbai	Poor	No	39353980
5046	4169	5	4	2	2019	Jaipur	Excellent	No	48355344
5047	4067	5	5	3	2023	Noida	Good	No	67942004
5048	1215	3	2	4	2018	Chennai	Good	Yes	16712212
5049	2024	4	3	2	2013	Bangalore	Very Good	Yes	37079849
5050	2216	3	3	3	2000	Coimbatore	Very Good	Yes	20471334
5051	3687	5	5	1	2003	Coimbatore	Good	No	32170671
5052	2770	4	4	4	2011	Chennai	Very Good	No	39525778
5053	3271	6	5	2	1998	Noida	Poor	No	37463924
5054	3453	5	4	3	2022	Mysore	Very Good	Yes	33393961
5055	1357	2	1	3	1998	Mysore	Very Good	No	12822537
5056	4746	6	5	3	2011	Jaipur	Excellent	No	55658356
5057	2425	2	2	1	2026	Hyderabad	Very Good	No	34250172
5058	4790	6	5	3	1998	Ahmedabad	Excellent	Yes	55408965
5059	3561	6	5	3	2008	Noida	Good	No	55051613
5060	1306	1	1	4	2004	Delhi	Good	Yes	22714772
5061	4810	6	5	2	2013	Delhi	Excellent	Yes	113368077
5062	2333	3	2	2	2026	Chennai	Poor	Yes	26755733
5063	4693	6	5	3	2002	Jaipur	Good	Yes	41839177
5064	1039	2	2	1	2016	Kochi	Very Good	No	12933608
5065	1474	1	1	3	2018	Bangalore	Good	No	25328071
5066	2986	4	3	2	2014	Ahmedabad	Very Good	Yes	37018449
5067	3701	6	5	2	2012	Jaipur	Very Good	Yes	42021071
5068	3489	4	4	1	1998	Bangalore	Good	Yes	48523935
5069	3080	4	4	3	2008	Mumbai	Good	Yes	68979530
5070	1852	2	2	1	2005	Hyderabad	Fair	Yes	20911154
5071	3401	4	5	4	2026	Hyderabad	Very Good	No	46966123
5072	811	1	1	2	2015	Jaipur	Poor	Yes	6897874
5073	2418	3	3	2	2007	Mumbai	Good	Yes	56940424
5074	763	1	1	4	2006	Mysore	Good	No	6996206
5075	4595	6	5	2	2007	Hyderabad	Fair	No	45790709
5076	4089	5	4	1	2024	Mumbai	Excellent	Yes	112847305
5077	1534	2	2	2	2012	Coimbatore	Poor	No	12218143
5078	4010	6	5	4	2021	Bangalore	Poor	No	56963022
5079	1647	3	3	1	2001	Jaipur	Good	Yes	15878925
5080	2503	3	4	4	2007	Ahmedabad	Fair	Yes	22371008
5081	4034	5	5	1	2017	Mysore	Good	No	36096297
5082	3764	6	5	2	2017	Coimbatore	Good	No	34993971
5083	4740	6	5	2	2001	Hyderabad	Very Good	No	61702928
5084	3378	5	5	3	1999	Jaipur	Fair	No	28297191
5085	3353	5	5	4	2026	Jaipur	Good	No	33247658
5086	907	1	2	2	2002	Chennai	Excellent	No	13406250
5087	4538	6	5	3	2010	Mumbai	Good	Yes	99645934
5088	1350	1	1	3	1999	Delhi	Very Good	Yes	24447943
5089	4538	6	5	3	2024	Kochi	Very Good	Yes	52369767
5090	1920	2	3	1	2015	Mysore	Good	No	18679272
5091	2373	4	4	1	2012	Pune	Good	Yes	36980730
5092	4368	6	5	1	2025	Coimbatore	Good	No	46215502
5093	3458	6	5	1	2024	Delhi	Very Good	Yes	78721163
5094	2177	3	3	3	2023	Noida	Good	No	34934501
5095	4384	6	5	1	2000	Pune	Excellent	Yes	71935422
5096	1410	2	3	4	2013	Coimbatore	Very Good	Yes	14418477
5097	1352	2	1	3	2016	Bangalore	Good	No	22795068
5098	4605	6	5	1	2011	Pune	Good	Yes	70409381
5099	1606	1	1	3	1999	Coimbatore	Good	No	14246930
5100	1497	2	2	4	2002	Bangalore	Fair	No	22266316
5101	4534	5	5	2	2005	Delhi	Very Good	No	89504797
5102	1869	3	4	1	1999	Mumbai	Good	Yes	39248885
5103	1231	3	3	4	2023	Hyderabad	Fair	No	16421632
5104	705	2	2	2	2004	Hyderabad	Very Good	Yes	9902744
5105	1112	2	2	4	2013	Ahmedabad	Very Good	Yes	13029875
5106	2732	4	4	3	2020	Noida	Good	No	46968429
5107	1644	1	2	3	2015	Coimbatore	Good	No	15287237
5108	4136	6	5	1	2018	Chennai	Excellent	Yes	72307876
5109	4481	6	5	4	2024	Chennai	Very Good	Yes	73378489
5110	1902	3	4	4	2010	Mysore	Excellent	Yes	22498140
5111	1086	1	1	2	2018	Mysore	Good	No	9631892
5112	2334	2	2	1	2011	Noida	Good	No	34414809
5113	4059	6	5	3	2009	Delhi	Good	No	78096115
5114	695	2	1	2	2011	Bangalore	Excellent	Yes	14076230
5115	546	2	1	4	2008	Mysore	Excellent	Yes	7271157
5116	4824	6	5	3	2022	Delhi	Fair	No	79862165
5117	1591	1	1	1	2025	Mumbai	Good	Yes	40959245
5118	2344	2	1	4	1999	Pune	Fair	No	26905718
5119	1500	3	2	1	2015	Kochi	Fair	No	13536075
5120	1849	3	4	3	2007	Delhi	Good	Yes	33337568
5121	933	1	1	3	2013	Delhi	Fair	No	16386853
